Business Name,Contact Phone Number,Address,Address City,Address State,Address ZIP,Address Borough
GEMA PARKING CORP.,2124774043,333 E 14TH ST,NEW YORK,NY,10003,Manhattan
1010 PARKING CORP.,2127367171,530 E 72ND ST,NEW YORK,NY,10021,Manhattan
"IMPERIAL PARKING (U.S.), INC",2129378660,420 E 20TH ST,NEW YORK,NY,10009,Manhattan
2910 ATLANTIC PARKING CORP.,7183648350,188 W 230TH ST,BRONX,NY,10463,Bronx
ON 2'S PARKING & STORAGE INC.,6313341802,650 BERRIMAN ST,BROOKLYN,NY,11208,Brooklyn
IMPERIAL PARKING US LLC,2125573311,302 2ND ST,BROOKLYN,NY,11215,Brooklyn
CLINTON GRAND PARKING LLC,212-686-9800,240 E BROADWAY,NEW YORK,NY,10002,Manhattan
333 EAST 75TH STREET PARKING CORP.,2127367171,333 E 75TH ST,NEW YORK,NY,10021,Manhattan
"KINNEY PARKING SYSTEM, INC.",2125025490,23 W 55TH ST,NEW YORK,NY,10019,Manhattan
LTG PARKING CORP.,2129999999,205 W END AVE,NEW YORK,NY,10023,Manhattan
SP PLUS CORPORATION,2125025490,1500 UNIONPORT RD,BRONX,NY,10462,Bronx
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,56 GREENWICH ST,NEW YORK,NY,10006,Manhattan
SEAPORT PARKING LLC,2126869800,80 BEEKMAN ST,NEW YORK,NY,10038,Manhattan
"EDISON NY PARKING, LLC",3477285044,270 DYCKMAN ST,NEW YORK,NY,10034,Manhattan
MURRAY PARK GARAGE CO. LLC,2122139600,120 E 34TH ST,NEW YORK,NY,10016,Manhattan
METROPOLITAN 51 PARKING LLC,2123088474,569-573 LEXINGTON AVE,NEW YORK,NY,10022,Manhattan
BOULEVARD LEASING LIMITED PARTNERSHIP,7188309084,9745 QUEENS BLVD,REGO PARK,NY,11374,Queens
247 NORTH 7TH STREET PARKING CORP.,929-337-8633,248 N 8TH ST,BROOKLYN,NY,11211,Brooklyn
WEST 43 PARKING LLC,2122624771,635 W 42ND ST,NEW YORK,NY,10036,Manhattan
"CLEAN AIR CAR SERVICE & PARKING BRANCH TWO, LLC",718-395-8288,3720 PRINCE ST,FLUSHING,NY,11354,Queens
"BRICIN PARKING, CORP.",2126500141,511 E 80TH ST,NEW YORK,NY,10075,Manhattan
"IMPERIAL PARKING (U.S.), INC",2129378660,527 E 14TH ST,NEW YORK,NY,10009,Manhattan
ENTERPRISE PARKING SYSTEMS 11 LLC,2125643199,145 E 16TH ST,NEW YORK,NY,10003,Manhattan
245 EAST 19 STREET PARKING LLC,2126869800,245 E 19TH ST,NEW YORK,NY,10003,Manhattan
"SHELTER PARKING BREVARD, LLC",5168813535,245 E 54TH ST,NEW YORK,NY,10022,Manhattan
82-11 LLC,9172160426,8213 37TH AVE,JACKSON HEIGHTS,NY,11372,Queens
69 ENTERPRISE PARKING LLC,2126270012,219 E 69TH ST,NEW YORK,NY,10021,Manhattan
"SMITH CAR PARK, LLC",2129966363,75 SMITH ST,BROOKLYN,NY,11201,Brooklyn
PURE ROYALTY ENTERPRISE LLC,7182942419,1843 CROTONA AVE,BRONX,NY,10457,Bronx
EAGLE PARKING GARAGE INC,3472207660,759 EAGLE AVE,BRONX,NY,10456,Bronx
"ALLIANCE 185TH PARKING, LLC",2125810535,4320 BROADWAY,NEW YORK,NY,10033,Manhattan
METRO PARKING CORP.,2122493344,301 E 63RD ST,NEW YORK,NY,10065,Manhattan
BREVOORT PARKING LLC,2126869800,20 E 9TH ST,NEW YORK,NY,10003,Manhattan
IMPARK 1199 PA LLC,212-937-8660,1199 PARK AVE,NEW YORK,NY,10128,Manhattan
24 LEONARD PARKING LLC,2126202621,24 LEONARD ST,NEW YORK,NY,10013,Manhattan
"SURF AVENUE LOGISTICS, LLC",9175840383,173 E 156TH ST,BRONX,NY,10451,Bronx
3480 THIRD AVENUE PARKING INC.,3472844141,3480 3RD AVE,BRONX,NY,10456,Bronx
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,214 W 80TH ST,NEW YORK,NY,10024,Manhattan
PRINCESS CAR PARK INC.,2127367171,800 GRAND CONCOURSE,BRONX,NY,10451,Bronx
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,340 E 80TH ST,NEW YORK,NY,10075,Manhattan
STANDARD PARKING CORPORATION,212163480,9230 165TH ST,JAMAICA,NY,11433,Queens
MANHATTAN PARKING E. 35 ST. CORP.,2127536116,246 E 35TH ST,NEW YORK,NY,10016,Manhattan
30-40-60 GARAGE LLC,6469644323,40 E 9TH ST,NEW YORK,NY,10003,Manhattan
"CMJ PARKING, CORP",3478987780,6336 99TH ST,REGO PARK,NY,11374,Queens
ISABEL PARKING LLC,6465840409,30 E 161ST ST,BRONX,NY,10451,Bronx
111 EIGHTH AVENUE PARKING LLC,2126869800,111 8TH AVE,NEW YORK,NY,10011,Manhattan
BASIC PARKING CORP.,2129802006,225 E 46TH ST,NEW YORK,NY,10017,Manhattan
BUZZ PARKING II LLC,2122268567,14 KENMARE ST,NEW YORK,NY,10012,Manhattan
CHAMPION PARKING 82 LLC,212-308-5959,60 E END AVE,NEW YORK,NY,10028,Manhattan
F. A. J. PARKING CORP.,2122817491,3795 10TH AVE,NEW YORK,NY,10034,Manhattan
NAGLE PARKING INC,9292478827,3050 CORLEAR AVE,BRONX,NY,10463,Bronx
9851 CORP.,7184596110,6536 99TH ST,REGO PARK,NY,11374,Queens
WEST 89TH STREET PARKING LLC,2123749867,205-209 W 89TH ST,NEW YORK,NY,10024,
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",7185025490,7710 41ST AVE,ELMHURST,NY,11373,Queens
QUIK PARK MIA GARAGE LLC,2123492299,38 BOWERY,NEW YORK,NY,10013,Manhattan
LTG PARKING CORP.,2126869800,205 W END AVE,NEW YORK,NY,10023,Manhattan
PREMIER PARKING LLC,2126869800,203 E 61ST ST,NEW YORK,NY,10065,Manhattan
"IMPERIAL PARKING (U.S.), INC",2129378660,750 AVENUE OF THE AMERICAS,NEW YORK,NY,10010,Manhattan
QUIK PARK PCVST GARAGE LLC,2126145862,420 E 20TH ST,NEW YORK,NY,10009,Manhattan
QUIK PARK PCVST GARAGE LLC,2126145862,251 AVENUE C,NEW YORK,NY,10009,Manhattan
222 WEST 14TH STREET PARKING CORP.,2122485900,222 W 14TH ST,NEW YORK,NY,10011,Manhattan
CHAMPION PARKING 9 LLC,2123035959,220 E 9TH ST,NEW YORK,NY,10003,Manhattan
THEATER 50 PARKING LLC,2126869800,305 W 50TH ST,NEW YORK,NY,10019,Manhattan
PLYMOUTH PARKING LLC,2128798388,1781 1ST AVE,NEW YORK,NY,10128,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2126296602,910 9TH AVE,NEW YORK,NY,10019,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,100 W 57TH ST,NEW YORK,NY,10019,Manhattan
MANHATTAN PARKING GRAMERCY CORP.,2124903460,32 GRAMERCY PARK S,NEW YORK,NY,10003,Manhattan
CENTURY PARKING LLC,2126869800,330 E 75TH ST,NEW YORK,NY,10021,Manhattan
IMPERIAL PARKING US LLC,2129378660,210 CENTRAL PARK S,NEW YORK,NY,10019,Manhattan
CHAMPION PARKING 245 LLC,2123085959,1441 2ND AVE,NEW YORK,NY,10021,Manhattan
"ALLAN GARAGE, LLC",2125025490,152 E 87TH ST,NEW YORK,NY,10128,Manhattan
ENTERPRISE WORLD PARKING LLC,212-564-3199,845 UNITED NATIONS PLZ,NEW YORK,NY,10017,Manhattan
"DAG PARKING MGMT, LLC",2127957275,240 E 47TH ST,NEW YORK,NY,10017,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2126296602,180 W 20TH ST,NEW YORK,NY,10011,Manhattan
SP PLUS CORPORATION,2125025490,9844 57TH AVE,CORONA,NY,11368,Queens
STANDARD PARKING CORPORATION,9999999999,PIER 40 WEST ST,NEW YORK,NY,10014,
BRILLIANT PARKING CORP.,2125696249,284 DYCKMAN ST,NEW YORK,NY,10034,Manhattan
401 EAST 86TH STREET PARKING LLC,2128767669,401 E 86TH ST,NEW YORK,NY,10028,Manhattan
QUIK PARK HUDSON RIVER 5 LLC,2128322066,60 RIVERSIDE BLVD,NEW YORK,NY,10069,Manhattan
ATRIUM PARK LLC,212-686-9800,155 W 36TH ST,NEW YORK,NY,10018,Manhattan
RIVER PARKING SYSTEMS CORP.,7189939026,85 E 158TH ST,BRONX,NY,10451,Bronx
PARK FDB LLC,2122228487,2280 FREDERICK DOUGLASS BLVD,NEW YORK,NY,10027,Manhattan
OASIS AUTO REPAIR & GARAGE CORP.,212-544-2833,431 W 202ND ST,NEW YORK,NY,10034,Manhattan
CARNEGIE BROADWAY PARKING LLC,2126869800,211-221 W 56TH ST,NEW YORK,NY,10019,Manhattan
LM BONNEVILLE PARKING LLC,2127143571,329-333 E 22ND ST,NEW YORK,NY,10010,Manhattan
PACE PARKING LLC,2126869800,990 AVENUE OF THE AMERICAS,NEW YORK,NY,10018,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK, INC",2125025490,350 E 30TH ST,NEW YORK,NY,10016,Manhattan
LINC GARAGE LLC,646-584-0409,20 N 5TH ST,BROOKLYN,NY,11249,Brooklyn
"KINNEY PARKING SYSTEM, INC.",2126296602,33 W 28TH ST,NEW YORK,NY,10001,Manhattan
WALL STREET GARAGE PARKING CORP.,2127373279,1420 YORK AVE,NEW YORK,NY,10021,Manhattan
"KINNEY PARKING SYSTEM, INC.",2125025490,73-79 W 92ND ST,NEW YORK,NY,10025,
53RD PARKING CORP.,2127367171,301 W 53RD ST,NEW YORK,NY,10019,Manhattan
"250 PARKING SERVICES, LLC",2122652239,250 E 39TH ST,NEW YORK,NY,10016,Manhattan
520 WEST PARKING CORP.,2127367171,520 W 43RD ST,NEW YORK,NY,10036,Manhattan
MANHATTAN PARKING E 35 ST CORP,2124903460,246 E 35TH ST,NEW YORK,NY,10016,Manhattan
"KINNEY PARKING SYSTEM, INC.",212-502-5490,699 W END AVE,NEW YORK,NY,10025,Manhattan
82ND PARKING GARAGE LLC,7187794774,3555 82ND ST,JACKSON HEIGHTS,NY,11372,Queens
QUIK PARK HUDSON LLC,212-686-9800,140 RIVERSIDE BLVD,NEW YORK,NY,10069,Manhattan
"KINNEY PARKING SYSTEM, INC.",2125025490,213 E 43RD ST,NEW YORK,NY,10017,Manhattan
GMS AUTO STATION INC,9176559590,2173 GRAND CONCOURSE,BRONX,NY,10453,Bronx
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2126296602,1745 BROADWAY,NEW YORK,NY,10019,Manhattan
416 EAST 61ST STREET GARAGE LLC,6465840409,416 E 61ST ST,NEW YORK,NY,10065,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,150 W 83RD ST,NEW YORK,NY,10024,Manhattan
365 MANAGEMENT CORP.,7188882367,4125 KISSENA BLVD,FLUSHING,NY,11355,Queens
PENN PARKING LLC,2126869800,1 PENN PLAZA,NEW YORK,NY,10001,
"DIAMOND 1 PARKING GARAGE, INC.",3478435023,284 DYCKMAN ST,NEW YORK,NY,10034,Manhattan
"IMPERIAL PARKING (U.S.), INC",2129378660,60 E 12TH ST,NEW YORK,NY,10003,Manhattan
PARK 'N GO USA LLC,3476975154,340 PENNSYLVANIA AVE,BROOKLYN,NY,11207,Brooklyn
"IMPARK WEST 56, LLC.",212-937-8660,33 W 56TH ST,NEW YORK,NY,10019,Manhattan
8936 PARKING LLC,917-592-4762,8936 SUTPHIN BLVD,JAMAICA,NY,11435,Queens
"ABC PARKING, CORP.",7188025611,2070 WHITE PLAINS RD,BRONX,NY,10462,Bronx
ONE PARKING 34TH STREET LLC,2123706530,509 W 34TH ST,NEW YORK,NY,10001,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,284 AUDUBON AVE,NEW YORK,NY,10033,Manhattan
118 PARKING CORP.,2127367171,1682 PARK AVE,NEW YORK,NY,10035,Manhattan
ANN PARK LLC,2127143521,57 ANN ST,NEW YORK,NY,10038,Manhattan
PARK AMERICA CORP,2124866888,50 N 5TH ST,BROOKLYN,NY,11249,Brooklyn
QUIK PARK NORTHROSE GARAGE LLC,2128322066,505 E 161ST ST,BRONX,NY,10451,Bronx
"KINNEY PARKING SYSTEM, LLC",2125025490,109 W 56TH ST,NEW YORK,NY,10019,Manhattan
245 EAST 40TH ST. PARKING LLC,2126869800,747 2ND AVE,NEW YORK,NY,10017,Manhattan
GMH PARK INC,9172140583,4701 QUEENS BLVD,SUNNYSIDE,NY,11104,Queens
CAPITAL CAR PARK LLC,2122216111,1420 YORK AVE,NEW YORK,NY,10021,Manhattan
MANHATTAN PARKING W 45TH STREET CORP.,2127536116,120 W 45TH ST,NEW YORK,NY,10036,Manhattan
F & A PARKING CORP,7183992640,4123 CRESCENT ST,LONG ISLAND CITY,NY,11101,Queens
PAAL PARKING CORP.,7188929379,2010 WESTCHESTER AVE,BRONX,NY,10462,Bronx
70TH PARK OPS LLC,2129299404,400 E 70TH ST,NEW YORK,NY,10021,Manhattan
"FIESTA CAR PARK, LLC",2122216111,466 11TH AVE,NEW YORK,NY,10018,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK, INC",2125025490,196-200 CADMAN PLAZA W,BROOKLYN,NY,11201,Brooklyn
LONG ISLAND JEWISH MEDICAL CENTER,718-470-7202,27117 76TH AVE,NEW HYDE PARK,NY,11040,Queens
POO PARKING CORP.,2124903460,1752 MORRIS AVE,BRONX,NY,10457,Bronx
MERIT PARKING LLC,2126869800,12 E 107TH ST,NEW YORK,NY,10029,Manhattan
CP PARKING CORP.,9175785635,3907 PRINCE ST,FLUSHING,NY,11354,Queens
LOVE PARKING LLC,2126869800,9 COLLEGE PL,BROOKLYN,NY,11201,Brooklyn
215 E 95TH PARKING LLC,2126869800,201 E 95TH ST,NEW YORK,NY,10128,Manhattan
QUIK PARK EAST 66 LLC,2128322066,250 E 67TH ST,NEW YORK,NY,10065,Manhattan
PARK RIGHT CORPORATION,2122624771,39 E 29TH ST,NEW YORK,NY,10016,Manhattan
53RD STERLING PARKING LLC,2126869800,304 E 53RD ST,NEW YORK,NY,10022,Manhattan
STANDARD PARKING CORPORATION,2126667246,455 CENTRAL PARK W,NEW YORK,NY,10025,Manhattan
BPG 149TH M LLC,7185856850,225 E 149TH ST,BRONX,NY,10451,Bronx
"SOVEREIGN CAR PARK, INC.",2129966363,425 E 58TH ST,NEW YORK,NY,10022,Manhattan
GREENLUX PARKING LLC,2126869800,300 N END AVE,NEW YORK,NY,10282,Manhattan
"CHELSEA MTP OPERATING, LLC",2125755335,511 W 18TH ST,NEW YORK,NY,10011,Manhattan
"IMPERIAL PARKING (U.S.), LLC",212-937-8660,6135 JUNCTION BOULEVARD,QUEENS,NY,11374,
"KINNEY PARKING SYSTEM, INC.",2125025490,416 W 36TH ST,NEW YORK,NY,10018,Manhattan
CENTURY CAR PARK LLC,2122216111,3310 AVENUE H,BROOKLYN,NY,11210,Brooklyn
"WOC 80 DEKALB GARAGE, LLC",516-565-5600,80 DEKALB AVE,BROOKLYN,NY,11201,Brooklyn
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,371 7TH AVE,NEW YORK,NY,10001,Manhattan
231ST STREET PARKING LLC,718-708-5077,3050 CORLEAR AVE,BRONX,NY,10463,Bronx
"CENTRAL PARKING SYSTEM OF NEW YORK, INC",2125025490,27-49 W 52ND ST,NEW YORK,NY,10019,Manhattan
ELMHURST PARKING CORPORATION,9173251969,8015 41ST AVE,ELMHURST,NY,11373,Queens
"GARDEN GARAGE, LLC",212-686-9800,253 W 29TH ST,NEW YORK,NY,10001,Manhattan
LTG PARKING CORP.,212-686-9800,165 W END AVE,NEW YORK,NY,10023,Manhattan
IMPERIAL PARKING (US) LLC,2129378660,97 CHARLES ST,NEW YORK,NY,10014,Manhattan
HARL PARKING CORP.,2129299404,1481 5TH AVE,NEW YORK,NY,10035,Manhattan
375 HUD PARKING LLC,2126869800,375 HUDSON ST,NEW YORK,NY,10014,Manhattan
PARK 15 WEST LLC,2125643199,422 W 15TH ST,NEW YORK,NY,10011,Manhattan
PARK KWIK LLC,2129745840,20 JAY ST,BROOKLYN,NY,11201,Brooklyn
"COLUMBUS CIRCLE PARKING, LLC",2126869800,330 W 58TH ST,NEW YORK,NY,10019,Manhattan
EVER-READY PARKING INC.,2127367171,330 E 46TH ST,NEW YORK,NY,10017,Manhattan
RAPID PARK HOLDING CORP,212-866-1000,1305 YORK AVE,NEW YORK,NY,10021,Manhattan
FIVE STAR PARKING INC.,9737928420,450 E 29TH ST,NEW YORK,NY,10016,Manhattan
ACCESS PARKING CORP.,2126757985,159 W 21ST ST,NEW YORK,NY,10011,Manhattan
RELIABLE PARKING CORP.,2124903460,1193 FRANKLIN AVE,BRONX,NY,10456,Bronx
ONE EASY PARK INC,9174008562,1802 PETRACCA PL,WHITESTONE,NY,11357,Queens
EMPIRE PARKING CORP.,212-262-4771,853 LONGWOOD AVE,BRONX,NY,10459,Bronx
QUIK PARK 866 GARAGE LLC,212-832-2066,866 UN PLZ,NEW YORK,NY,10017,Manhattan
"ABM PARKING SERVICES, INC",2122131282,866 UNITED NATIONS PLZ,NEW YORK,NY,10017,Manhattan
ENMANUEL PARKING GARAGE CORP.,7183291320,2346 RYER AVE,BRONX,NY,10458,Bronx
BLEECKER PARKING CORP.,2127373279,380 LENOX AVE,NEW YORK,NY,10027,Manhattan
QUIK PARK LIC LLC,2128322066,4545 CENTER BLVD,LONG ISLAND CITY,NY,11109,Queens
2721 NEIGHBORHOOD PARKING LOT CORP.,347-427-7606,2721 BRONXWOOD AVE,BRONX,NY,10469,Bronx
210 CENTRAL PARK SOUTH PARKING CORP.,2127367171,210 CENTRAL PARK S,NEW YORK,NY,10019,Manhattan
DIAMOND PARKING CORP.,9736228888,67 LAIGHT ST,NEW YORK,NY,10013,Manhattan
QUIK PARK 311 WB LLC,2128322066,311 W BROADWAY,NEW YORK,NY,10013,Manhattan
BRIDGE PARKING LLC,2123085959,338 E 59TH ST,NEW YORK,NY,10022,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",2129676800,525 W 28TH ST,NEW YORK,NY,10001,Manhattan
SMITH & LIVINGSTON PARKING LLC,212-686-9800,141 LIVINGSTON ST,BROOKLYN,NY,11201,Brooklyn
PANTOJA USED CAR INC.,7186178548,1962 CROTONA PKWY,BRONX,NY,10460,Bronx
DANAE MARRERO,9175674884,424 E 147TH ST,BRONX,NY,10455,Bronx
PATRIOT PARKING LLC,2126869800,308 GREENWICH ST,NEW YORK,NY,10013,Manhattan
QUIK PARK CHARLES STREET LLC,2126869800,97 CHARLES ST,NEW YORK,NY,10014,Manhattan
QUIK PARK STANDARD LLC,2128322066,101 PARK AVE,NEW YORK,NY,10178,Manhattan
8930 parking llc,,8936 SUTPHIN BLVD,JAMAICA,NY,11435,Queens
ASTRO PARKING LLC,2126869800,155 W 70TH ST,NEW YORK,NY,10023,Manhattan
FOR THE COMMUNITY PARKING GARAGE INC.,3473645413,1900 JEROME AVE,BRONX,NY,10453,Bronx
100 PARK TERRACE WEST OWNERS CORP.,2123320777,100 PARK TER W,NEW YORK,NY,10034,Manhattan
"211 WEST 56TH ST CAR PARK, LLC",2129966363,211 W 56TH ST,NEW YORK,NY,10019,Manhattan
QUIK PARK SWIFT LLC,2128322066,140 E 56TH ST,NEW YORK,NY,10022,Manhattan
259-267 PARKING CORP.,7188585055,259 PACIFIC ST,BROOKLYN,NY,11201,Brooklyn
"CENTRAL PARKING SYSTEM OF NEW YORK, INC",2125025490,800 UNION ST,BROOKLYN,NY,11215,Brooklyn
PV PARKING III CORP,7186091200,124 E 124TH ST,NEW YORK,NY,10035,Manhattan
QUIK PARK REAL LLC,2128322066,35 PARK AVE,NEW YORK,NY,10016,Manhattan
EFFICIENT PARKING LLC,212-686-9800,170 W 23RD ST,NEW YORK,NY,10011,Manhattan
"KINNEY PARKING SYSTEM, LLC",2125025490,10736 QUEENS BLVD,FOREST HILLS,NY,11375,Queens
420 EAST 53RD PARKING LLC,2127595290,420 E 53RD ST,NEW YORK,NY,10022,Manhattan
STANDARD PARKING CORPORATION,7185384611,951 RIVER AVE,BRONX,NY,10452,Bronx
"GM PARKING GROUP, INC.",7189332044,2990 JEROME AVE,BRONX,NY,10468,Bronx
TOWNHOUSE PARKING LLC,2122881798,177 E 73RD ST,NEW YORK,NY,10021,Manhattan
DISTINCTIVE PARKING LLC,212-686-9800,35 E 61ST ST,NEW YORK,NY,10065,Manhattan
"EDISON NY PARKING, LLC",2129979096,1120 AVENUE OF THE AMERICAS,NEW YORK,NY,10036,Manhattan
"ST. ANN'S PARKING GARAGE, LLC",7184010141,601 E 156TH ST,BRONX,NY,10455,Bronx
E&Y PARKING CORP.,7186844084,615 JACKSON AVE,BRONX,NY,10455,Bronx
SKY PARKING CORP.,2126083060,121 READE ST,NEW YORK,NY,10013,Manhattan
C & C PARKING LOT CORP,,3560 WEBSTER AVE,BRONX,NY,10467,Bronx
MP BETH PARKING LLC,2124903476,225 RECTOR PL,NEW YORK,NY,10280,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2126296602,101 WORTH ST,NEW YORK,NY,10013,Manhattan
QUIK PARK WEST 56 ST. LLC,212-832-2066,328 W 56TH ST,NEW YORK,NY,10019,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2124527815,1621-23 YORK AVE,NEW YORK,NY,10028,
WILLBE PARKING LLC,2122604305,318 E 15TH ST,NEW YORK,NY,10003,Manhattan
OXFORD PARKING CORP.,212-308-5959,333 E 49TH ST,NEW YORK,NY,10017,Manhattan
"MIDWAY CAR PARK, LLC",2129966363,10802 QUEENS BLVD,FOREST HILLS,NY,11375,Queens
"FIRST AVENUE PARKING, LLC",2127367171,630 1ST AVE,NEW YORK,NY,10016,Manhattan
HOPE PARKING INC.,2124903460,400 E 84TH ST,NEW YORK,NY,10028,Manhattan
58W58 PARKING LLC,2126869800,58 W 58TH ST,NEW YORK,NY,10019,Manhattan
SP PLUS CORPORATION,2125025490,200 PARK AVE,NEW YORK,NY,10166,Manhattan
"GRAND ARMY CAR PARK, LLC",7183982518,1 EASTERN PKWY,BROOKLYN,NY,11238,Brooklyn
MP BETH PARKING LLC,2124903476,400 E 84TH ST,NEW YORK,NY,10028,Manhattan
724 MANAGEMENT CORP.,7188882367,4125 KISSENA BLVD,FLUSHING,NY,11355,Queens
1056 5TH AVE. PARKING LLC,2126869800,1056 5TH AVE,NEW YORK,NY,10028,Manhattan
35 PARK AVENUE GARAGE LLC,6465840409,35 PARK AVE,NEW YORK,NY,10016,Manhattan
DELTA PARK INC,929-340-4785,240 E 82ND ST,NEW YORK,NY,10028,Manhattan
SHARP 22 PARKING LLC,2126869800,329 E 22ND ST,NEW YORK,NY,10010,Manhattan
CHAMPION PARK 85 LLC,2123085959,234 E 85TH ST,NEW YORK,NY,10028,Manhattan
ALLIANCE ETON PARKING LLC,2125810535,345 E 81ST ST,NEW YORK,NY,10028,Manhattan
SP PLUS CORPORATION,2125025490,200 CENTRAL PARK W,NEW YORK,NY,10024,Manhattan
JORDAN I PARKING LLC,2127511080,7031 108TH ST,FOREST HILLS,NY,11375,Queens
PROUD PARKING LLC,2126869800,5 E 22ND ST,NEW YORK,NY,10010,Manhattan
DIVINE PARKING GARAGE CORP,2125442833,3775 10TH AVE,NEW YORK,NY,10034,Manhattan
METROPOLITAN PARKING GROUP LLC,2126275805,69 5TH AVE,NEW YORK,NY,10003,Manhattan
"BRONX PARKING CO., LLC",7187331820,2355 WEBSTER AVE,BRONX,NY,10458,Bronx
702 CONCOURSE CORP.,7187880066,780 CONCOURSE VLG W,BRONX,NY,10451,Bronx
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2126296602,115 E 57TH ST,NEW YORK,NY,10022,Manhattan
18TH AND THIRD PARKING LLC,2126869800,201 E 17TH ST,NEW YORK,NY,10003,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2126296602,200 E 80TH ST,NEW YORK,NY,10075,Manhattan
"337 GARAGE, L.L.C.",2128887400,337 E 64TH ST,NEW YORK,NY,10065,Manhattan
165 STREET PARKING INC,646 599-4839,8835 165TH ST,JAMAICA,NY,11432,Queens
RAMCELL PARKING CORPORATION,646-764-0185,1484 JEROME AVE,BRONX,NY,10452,Bronx
BRONX CAR PARK SYSTEMS INC.,212-221-6111,2425 SEDGWICK AVE,BRONX,NY,10468,Bronx
MANSION 88 PARKING LLC,2126869800,170 E END AVE,NEW YORK,NY,10128,Manhattan
"COVE CLUB CAR PARK, LLC",2129966363,2 S END AVE,NEW YORK,NY,10280,Manhattan
"IN LOT PARKING, INC.",3477713329,1963 GRAND CONCOURSE,BRONX,NY,10453,Bronx
STANDARD PARKING CORPORATION,2129163480,3611 HENRY HUDSON PKWY,BRONX,NY,10463,Bronx
T.P.E.C LLC,7187070335,4110 CRESCENT ST,ASTORIA,NY,11101,Queens
M AND B PARKING LLC,2123482174,315 E 102ND ST,NEW YORK,NY,10029,Manhattan
"KINNEY PARKING SYSTEM, LLC",2125025490,252 W 40TH ST,NEW YORK,NY,10018,Manhattan
ADONIS PARKING LLC,2124903460,201 E 56TH ST,NEW YORK,NY,10022,Manhattan
AUDUBON PARKING OPS LLC,212-568-6400,284 AUDUBON AVE,NEW YORK,NY,10033,Manhattan
MP 425 EAST LLC,2124903460,425 E 79TH ST,NEW YORK,NY,10075,Manhattan
CLINTON GRAND PARKING LLC,212-686-9800,413 GRAND ST,NEW YORK,NY,10002,Manhattan
SHERMAN PARKING INC.,2125447275,210 SHERMAN AVE,NEW YORK,NY,10034,Manhattan
"ONE PARKING STRATHMORE, LLC",480-272-2100,400 E 84TH ST,NEW YORK,NY,10028,Manhattan
TRIBECA PARKING CORP.,2122749225,454 GREENWICH ST,NEW YORK,NY,10013,Manhattan
OMNI PARKING LLC,2126869800,143 W 68TH ST,NEW YORK,NY,10023,Manhattan
A&M PARKING LOT INC.,7189935575,600 EAST  156 STREET,BRONX,NY,10455,
"KINNEY PARKING SYSTEM, LLC",2125025490,213 E 43RD ST,NEW YORK,NY,10017,Manhattan
SUPER ELITE PARKING INC,9174705093,331 E 132ND ST,BRONX,NY,10454,Bronx
"KINNEY PARKING SYSTEM, INC.",2126296602,38 W 46TH ST,NEW YORK,NY,10036,Manhattan
PORT PARKING LLC,2126869800,235 W 48TH ST,NEW YORK,NY,10036,Manhattan
181 PARK CORP.,2129299404,506 W 181ST ST,NEW YORK,NY,10033,Manhattan
38TH & THIRD PARKING LLC,2126869800,205 E 38TH ST,NEW YORK,NY,10016,Manhattan
A & P PARKING CORP.,9174996255,525 CLINTON AVE,BROOKLYN,NY,11238,Brooklyn
REX PARKING CORP.,5166984240,10 E 153RD ST,BRONX,NY,10451,Bronx
WORTHY PARKING LLC,2124903460,841 10TH AVE,NEW YORK,NY,10019,Manhattan
WEST 46 ST GARAGE LLC,2128322066,305 W 46TH ST,NEW YORK,NY,10036,Manhattan
ULTIMATE 54 PARKING LLC,2126869800,390 PARK AVE,NEW YORK,NY,10022,Manhattan
STANDARD PARKING CORPORATION,2125990184,200 PARK AVE,NEW YORK,NY,10166,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,250 BRADHURST AVE,NEW YORK,NY,10039,Manhattan
"ALMAR GARAGE, INC.",2127444750,700 PARK AVE,NEW YORK,NY,10021,Manhattan
30-40-60 GARAGE LLC,6469644323,60 E 9TH ST,NEW YORK,NY,10003,Manhattan
